"return_id","return_type","market","partner","logistics_provider","owner","status","created_date","due_date","last_update_date","closed_date","item_description","quantity","value_eur","currency","delay_reason","notes","source_label"
"DXR-2076","Finished device","Ireland","Dublin Care IE","MedMove Logistics","Niamh Byrne","Return authorized","2026-04-22","2026-05-19","2026-06-28","","Emergency care display","4","46125","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2077","Service part","Switzerland","Swiss Imaging AG","BritShip Medical","Lena Meier","Awaiting market action","2026-04-11","2026-05-03","2026-06-25","","Detector calibration kit","5","44956","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2078","Service part","Portugal","Lisbon Diagnostics","NordicRoute AB","Ines Silva","Inspection pending","2026-06-23","2026-07-10","2026-06-22","","CT collimator module","6","46587","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2079","Finished device","Norway","Oslo Care NO","EastMed Transport","Kari Olsen","Customs hold","2026-06-12","2026-06-24","2026-07-07","","Anesthesia workstation","1","43818","EUR","Disposition pending","Synthetic record: disposition pending noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2080","Service part","Finland","Helsinki Imaging","Atlantic MedFreight","Aino Virtanen","In transit","2026-06-01","2026-06-08","2026-07-04","","Power distribution board","2","42649","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2081","Service part","Germany","MedServ DE","Alpine Freight AG","Anna Keller","Pickup pending","2026-05-21","2026-05-23","2026-07-01","","X-ray detector module","3","44280","EUR","Border processing","Synthetic record: border processing noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2082","Finished device","Netherlands","Hospital Partner NL","TransLine Europe","Joost Vermeer","Closed","2026-05-10","2026-05-07","2026-06-28","2026-05-07","Defibrillator system","4","48711","EUR","Missing local approval","Synthetic record: missing local approval noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2083","Service part","France","BioClinique FR","NorthSea Freight","Claire Martin","Received","2026-04-29","2026-05-25","2026-06-25","","MRI cooling pump","5","47542","EUR","Missing due date","Synthetic record: missing due date noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2084","Service part","Spain","Iberia Health","EuroRoute Logistics","Marta Ruiz","Return authorized","2026-04-18","2026-05-09","2026-06-22","","CT gantry sensor","6","49173","EUR","Normal processing","Synthetic record: normal processing noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2085","Finished device","Italy","Clinica Nord IT","MedMove Logistics","Luca Romano","Awaiting market action","2026-06-30","2026-07-16","2026-07-07","","Mobile C-arm","1","46404","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2086","Service part","United Kingdom","NHS Trust Demo","BritShip Medical","Sarah Collins","Inspection pending","2026-06-19","2026-06-30","2026-07-04","","Gradient amplifier card","2","45235","EUR","Normal transit","Synthetic record: normal transit noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2087","Service part","Sweden","Nordic Care SE","NordicRoute AB","Erik Lind","Customs hold","2026-06-08","2026-06-14","2026-07-01","","Detector calibration kit","3","46866","EUR","Missing export document","Synthetic record: missing export document noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2088","Finished device","Belgium","BeLux Diagnostics","EastMed Transport","Marie Dubois","In transit","2026-05-28","2026-05-29","2026-06-28","","Telemetry station","4","51297","EUR","Inspection queue","Synthetic record: inspection queue noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2089","Service part","Austria","Alpen Klinik AT","Atlantic MedFreight","Thomas Gruber","Pickup pending","2026-05-17","2026-05-13","2026-06-25","","MRI RF coil","5","50128","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2090","Service part","Poland","Warsaw Health PL","Alpine Freight AG","Piotr Nowak","Closed","2026-05-06","2026-05-31","2026-06-22","2026-05-31","Power distribution board","6","51759","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2091","Finished device","Denmark","Copenhagen Imaging","TransLine Europe","Freja Hansen","Received","2026-04-25","2026-05-15","2026-07-07","","Patient monitor unit","1","48990","EUR","Pickup missed","Synthetic record: pickup missed noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2092","Service part","Ireland","Dublin Care IE","NorthSea Freight","Niamh Byrne","Return authorized","2026-04-14","2026-04-29","2026-07-04","","Ultrasound probe assembly","2","47821","EUR","Customer site access","Synthetic record: customer site access noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2093","Service part","Switzerland","Swiss Imaging AG","EuroRoute Logistics","Lena Meier","Awaiting market action","2026-06-26","2026-07-06","2026-07-01","","MRI cooling pump","3","49452","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2094","Finished device","Portugal","Lisbon Diagnostics","MedMove Logistics","Ines Silva","Inspection pending","2026-06-15","2026-06-20","2026-06-28","","Respiratory monitor","4","53883","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2095","Service part","Norway","Oslo Care NO","BritShip Medical","Kari Olsen","Customs hold","2026-06-04","2026-06-04","2026-06-25","","Image reconstruction board","5","52714","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2096","Service part","Finland","Helsinki Imaging","NordicRoute AB","Aino Virtanen","In transit","2026-05-24","2026-05-19","2026-06-22","","Gradient amplifier card","6","54345","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2097","Finished device","Germany","MedServ DE","EastMed Transport","Anna Keller","Pickup pending","2026-05-13","2026-06-06","2026-07-07","","Patient telemetry receiver","1","51576","EUR","Disposition pending","Synthetic record: disposition pending noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2098","Service part","Netherlands","Hospital Partner NL","Atlantic MedFreight","Joost Vermeer","Closed","2026-05-02","2026-05-21","2026-07-04","2026-05-21","CT collimator module","2","50407","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2099","Service part","France","BioClinique FR","Alpine Freight AG","Claire Martin","Received","2026-04-21","2026-05-05","2026-07-01","","MRI RF coil","3","52038","EUR","Border processing","Synthetic record: border processing noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2100","Finished device","Spain","Iberia Health","TransLine Europe","Marta Ruiz","Return authorized","2026-04-10","2026-04-19","2026-06-28","","Vital signs monitor","4","56469","EUR","Missing local approval","Synthetic record: missing local approval noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2101","Service part","Italy","Clinica Nord IT","NorthSea Freight","Luca Romano","Awaiting market action","2026-06-22","2026-06-26","2026-06-25","","X-ray detector module","5","55300","EUR","Missing due date","Synthetic record: missing due date noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2102","Service part","United Kingdom","NHS Trust Demo","EuroRoute Logistics","Sarah Collins","Inspection pending","2026-06-11","2026-06-10","2026-06-22","","Ultrasound probe assembly","6","56931","EUR","Normal processing","Synthetic record: normal processing noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2103","Finished device","Sweden","Nordic Care SE","MedMove Logistics","Erik Lind","Customs hold","2026-05-31","2026-06-28","2026-07-07","","Portable ultrasound unit","1","54162","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2104","Service part","Belgium","BeLux Diagnostics","BritShip Medical","Marie Dubois","In transit","2026-05-20","2026-06-12","2026-07-04","","CT gantry sensor","2","52993","EUR","Normal transit","Synthetic record: normal transit noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2105","Service part","Austria","Alpen Klinik AT","NordicRoute AB","Thomas Gruber","Pickup pending","2026-05-09","2026-05-27","2026-07-01","","Image reconstruction board","3","54624","EUR","Missing export document","Synthetic record: missing export document noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2106","Finished device","Poland","Warsaw Health PL","EastMed Transport","Piotr Nowak","Closed","2026-04-28","2026-05-11","2026-06-28","2026-05-11","Emergency care display","4","59055","EUR","Inspection queue","Synthetic record: inspection queue noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2107","Service part","Denmark","Copenhagen Imaging","Atlantic MedFreight","Freja Hansen","Received","2026-04-17","2026-04-25","2026-06-25","","Detector calibration kit","5","57886","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2108","Service part","Ireland","Dublin Care IE","Alpine Freight AG","Niamh Byrne","Return authorized","2026-06-29","2026-07-02","2026-06-22","","CT collimator module","6","59517","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
